no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,no_of_special_requests,booking_status
2,0,1,0,Meal Plan 1,1,Room_Type 4,2018,5,29,Online,0,0,0,3,Not_Canceled
2,0,0,1,Not Selected,1,Room_Type 1,2018,2,5,Online,0,0,0,0,Not_Canceled
2,0,2,6,Meal Plan 2,0,Room_Type 1,2018,6,28,Online,0,0,0,1,Not_Canceled
2,2,1,3,Meal Plan 1,0,Room_Type 6,2018,5,2,Online,0,0,0,1,Not_Canceled
2,0,0,1,Meal Plan 2,0,Room_Type 1,2017,9,4,Online,0,0,0,0,Canceled
2,0,2,0,Meal Plan 1,0,Room_Type 1,2018,2,28,Offline,0,0,0,0,Not_Canceled
2,0,2,1,Not Selected,0,Room_Type 1,2018,2,27,Online,0,0,0,1,Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,2018,9,16,Offline,0,0,0,0,Not_Canceled
2,0,0,2,Not Selected,0,Room_Type 1,2018,2,12,Online,0,0,0,0,Not_Canceled
2,0,0,1,Meal Plan 2,0,Room_Type 1,2017,10,16,Online,0,0,0,0,Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,2018,4,17,Online,0,0,0,1,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,2018,2,22,Online,0,0,0,1,Not_Canceled
2,0,0,1,Not Selected,0,Room_Type 1,2018,3,10,Online,0,0,0,0,Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 1,2018,5,11,Online,0,0,0,1,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,2018,5,29,Online,0,0,0,1,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 4,2018,5,30,Online,0,0,0,0,Canceled
1,0,0,3,Meal Plan 1,0,Room_Type 1,2017,9,15,Online,0,0,0,1,Not_Canceled
2,1,1,2,Meal Plan 2,0,Room_Type 1,2018,8,8,Online,0,0,0,1,Canceled
1,0,1,5,Meal Plan 1,0,Room_Type 1,2018,10,4,Online,0,0,0,0,Canceled
2,0,1,0,Not Selected,0,Room_Type 1,2018,6,19,Online,0,0,0,1,Not_Canceled
1,0,2,0,Meal Plan 1,0,Room_Type 1,2017,10,18,Corporate,0,0,0,0,Not_Canceled
2,1,0,3,Meal Plan 1,0,Room_Type 1,2018,10,4,Online,0,0,0,0,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,2018,8,2,Offline,0,0,0,1,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,2017,10,1,Online,0,0,0,1,Not_Canceled
1,0,0,3,Meal Plan 1,0,Room_Type 1,2018,11,1,Online,0,0,0,0,Canceled
1,0,0,2,Meal Plan 2,0,Room_Type 1,2018,10,14,Offline,0,0,0,0,Not_Canceled
2,0,2,0,Meal Plan 1,0,Room_Type 1,2018,8,14,Online,0,0,0,1,Not_Canceled
1,0,1,0,Meal Plan 1,0,Room_Type 1,2018,6,13,Offline,0,0,0,0,Not_Canceled
2,0,1,4,Meal Plan 1,0,Room_Type 1,2018,10,5,Online,0,0,0,0,Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,2018,2,26,Complementary,0,0,0,0,Not_Canceled
2,0,2,3,Not Selected,0,Room_Type 1,2018,11,17,Online,0,0,0,0,Canceled
2,0,0,3,Meal Plan 1,1,Room_Type 1,2018,10,25,Online,0,0,0,1,Not_Canceled
2,0,1,1,Meal Plan 1,0,Room_Type 1,2017,9,12,Online,0,0,0,2,Not_Canceled
2,0,2,2,Not Selected,0,Room_Type 1,2018,4,10,Online,0,0,0,0,Not_Canceled
2,2,2,4,Meal Plan 1,0,Room_Type 6,2018,11,11,Online,0,0,0,4,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,2018,2,19,Corporate,0,0,0,0,Not_Canceled
2,0,2,5,Meal Plan 1,0,Room_Type 4,2018,8,4,Offline,0,0,0,0,Not_Canceled
2,0,2,0,Not Selected,0,Room_Type 1,2018,11,13,Online,0,0,0,0,Canceled
1,0,2,7,Meal Plan 1,0,Room_Type 1,2017,8,25,Complementary,0,0,0,0,Not_Canceled
2,0,1,5,Meal Plan 1,0,Room_Type 4,2018,6,27,Online,0,0,0,0,Canceled
2,0,2,2,Meal Plan 2,0,Room_Type 4,2018,6,26,Online,0,0,0,2,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,2018,6,14,Online,0,0,0,0,Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,2017,10,10,Offline,0,0,0,0,Not_Canceled
2,0,1,0,Meal Plan 1,0,Room_Type 1,2018,9,4,Online,0,0,0,0,Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 4,2018,5,26,Aviation,0,0,0,0,Canceled
1,0,1,2,Meal Plan 1,0,Room_Type 4,2018,5,2,Online,0,0,0,1,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,2018,12,8,Offline,0,0,0,0,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,2017,10,1,Online,0,0,0,1,Not_Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 1,2018,4,24,Online,0,0,0,1,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 4,2018,4,22,Online,0,0,0,0,Canceled
1,0,1,0,Meal Plan 1,0,Room_Type 1,2018,9,12,Online,0,0,0,1,Not_Canceled
2,0,1,1,Not Selected,0,Room_Type 1,2018,4,18,Online,0,0,0,0,Not_Canceled
1,0,2,1,Meal Plan 1,0,Room_Type 1,2018,2,28,Online,0,0,0,0,Canceled
2,0,0,2,Not Selected,0,Room_Type 1,2018,6,8,Online,0,0,0,0,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,2018,6,14,Online,0,0,0,1,Not_Canceled
2,0,0,2,Not Selected,0,Room_Type 1,2018,10,20,Online,0,0,0,1,Canceled
3,0,2,5,Meal Plan 1,0,Room_Type 6,2018,7,9,Online,0,0,0,2,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,2018,7,3,Online,0,0,0,0,Canceled
2,1,0,1,Meal Plan 1,0,Room_Type 1,2018,5,3,Online,0,0,0,2,Not_Canceled
2,0,1,3,Not Selected,0,Room_Type 1,2018,12,22,Online,0,0,0,1,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,2017,9,10,Online,0,0,0,0,Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,2018,9,15,Online,0,0,0,0,Canceled
2,0,0,1,Not Selected,0,Room_Type 1,2018,4,8,Online,0,0,0,0,Canceled
2,0,1,2,Not Selected,0,Room_Type 1,2018,11,11,Online,0,0,0,2,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,2018,4,25,Online,0,0,0,1,Not_Canceled
2,0,0,2,Not Selected,1,Room_Type 1,2018,8,10,Offline,0,0,0,0,Not_Canceled
1,0,1,3,Meal Plan 1,0,Room_Type 4,2018,5,9,Online,0,0,0,0,Canceled
2,1,0,2,Meal Plan 1,0,Room_Type 1,2017,7,7,Offline,0,0,0,0,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,2017,11,14,Offline,0,0,0,0,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 2,2018,1,7,Online,0,0,0,0,Not_Canceled
2,0,1,4,Meal Plan 1,0,Room_Type 1,2018,8,17,Online,0,0,0,0,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,2017,7,7,Complementary,0,0,0,1,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,2018,11,4,Online,0,0,0,0,Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 4,2018,9,8,Online,0,0,0,1,Not_Canceled
1,0,1,3,Meal Plan 1,0,Room_Type 1,2018,9,1,Offline,0,0,0,0,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,2018,9,12,Online,0,0,0,0,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 4,2018,3,24,Online,0,0,0,0,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,2018,9,7,Online,0,0,0,1,Canceled
2,1,0,1,Meal Plan 1,0,Room_Type 1,2018,8,31,Online,0,0,0,0,Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 5,2018,4,11,Offline,0,0,0,0,Not_Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 4,2018,10,19,Online,0,0,0,2,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,2018,2,19,Corporate,0,0,0,0,Not_Canceled
2,0,2,1,Meal Plan 2,0,Room_Type 1,2018,1,2,Offline,0,0,0,0,Not_Canceled
1,0,2,1,Meal Plan 1,0,Room_Type 1,2018,2,14,Corporate,1,0,2,0,Not_Canceled
2,0,0,3,Meal Plan 2,0,Room_Type 1,2017,9,30,Offline,0,0,0,0,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,2018,5,16,Online,0,0,0,1,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,2018,6,23,Online,0,0,0,0,Canceled
2,0,1,5,Meal Plan 1,0,Room_Type 4,2018,12,27,Online,0,0,0,2,Not_Canceled
2,0,1,3,Not Selected,0,Room_Type 1,2018,7,7,Online,0,0,0,1,Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,2017,7,25,Online,0,0,0,2,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 4,2018,5,5,Online,0,0,0,1,Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,2018,5,24,Corporate,0,0,0,1,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,2018,3,11,Offline,0,0,0,1,Not_Canceled
2,1,1,2,Meal Plan 1,0,Room_Type 6,2018,5,13,Online,0,0,0,0,Canceled
3,0,0,4,Meal Plan 1,0,Room_Type 4,2018,6,28,Online,0,0,0,3,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,2018,5,13,Online,0,0,0,1,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,2018,11,3,Online,0,0,0,1,Not_Canceled
1,0,2,2,Meal Plan 1,0,Room_Type 1,2017,9,20,Online,0,0,0,0,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 4,2018,2,12,Offline,0,0,0,2,Not_Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 1,2018,3,20,Online,0,0,0,1,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,2018,7,17,Online,0,0,0,1,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,2018,6,21,Online,0,0,0,0,Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,2017,9,18,Offline,0,0,0,0,Not_Canceled
1,0,1,2,Meal Plan 1,0,Room_Type 1,2018,6,10,Offline,0,0,0,0,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,2017,10,6,Online,0,0,0,1,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,2018,9,21,Online,0,0,0,1,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,2018,11,3,Online,0,0,0,0,Canceled
1,0,0,1,Meal Plan 2,0,Room_Type 1,2018,8,25,Offline,0,0,0,0,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,2018,10,1,Online,0,0,0,0,Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,2018,1,14,Online,1,11,4,0,Not_Canceled
1,0,1,0,Meal Plan 1,0,Room_Type 4,2018,10,17,Online,0,0,0,2,Not_Canceled
2,0,0,4,Not Selected,0,Room_Type 1,2018,11,22,Online,0,0,0,2,Not_Canceled
3,1,0,3,Meal Plan 1,0,Room_Type 7,2018,7,27,Online,0,0,0,2,Not_Canceled
2,0,1,4,Meal Plan 1,0,Room_Type 1,2018,1,20,Online,0,0,0,1,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,2017,8,22,Online,0,0,0,1,Canceled
1,0,1,2,Meal Plan 1,0,Room_Type 1,2018,6,6,Offline,0,0,0,0,Not_Canceled
2,0,1,4,Meal Plan 1,0,Room_Type 1,2018,12,28,Online,0,0,0,2,Not_Canceled
3,0,1,2,Meal Plan 1,0,Room_Type 4,2018,3,21,Online,0,0,0,2,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,2018,11,12,Online,0,0,0,2,Canceled
2,0,2,0,Meal Plan 2,0,Room_Type 1,2018,4,17,Online,0,0,0,0,Canceled
2,0,1,1,Meal Plan 1,0,Room_Type 1,2018,9,3,Online,0,0,0,1,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,2018,3,17,Corporate,0,0,0,0,Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,2017,10,16,Online,0,0,0,0,Canceled
1,0,1,1,Meal Plan 1,0,Room_Type 6,2018,3,21,Complementary,1,0,20,2,Not_Canceled
2,1,2,2,Meal Plan 1,0,Room_Type 1,2018,3,25,Online,0,0,0,0,Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,2018,6,9,Offline,0,0,0,0,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,2018,6,2,Offline,0,0,0,0,Not_Canceled
2,0,1,1,Meal Plan 2,0,Room_Type 5,2017,9,28,Online,0,0,0,0,Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,2018,2,26,Online,0,0,0,1,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,2017,10,10,Offline,0,0,0,0,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,2018,5,13,Offline,0,0,0,2,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,2018,12,22,Corporate,1,1,2,0,Not_Canceled
2,0,0,3,Not Selected,1,Room_Type 1,2018,4,13,Online,0,0,0,1,Not_Canceled
1,0,2,1,Meal Plan 2,0,Room_Type 1,2017,8,29,Offline,0,0,0,0,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,2018,8,26,Online,0,0,0,0,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,2017,9,21,Online,0,0,0,2,Not_Canceled
1,0,6,13,Meal Plan 1,0,Room_Type 1,2017,10,4,Corporate,0,0,0,1,Canceled
2,0,0,4,Meal Plan 2,0,Room_Type 1,2018,10,18,Online,0,0,0,1,Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 7,2018,5,17,Complementary,1,4,16,1,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,2018,4,22,Offline,0,0,0,0,Not_Canceled
2,0,2,1,Meal Plan 2,0,Room_Type 1,2018,9,3,Online,0,0,0,1,Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,2018,1,27,Complementary,1,0,4,1,Not_Canceled
1,0,1,2,Meal Plan 1,0,Room_Type 1,2018,11,7,Online,0,0,0,2,Not_Canceled
2,0,2,2,Not Selected,0,Room_Type 1,2018,4,3,Offline,0,0,0,0,Not_Canceled
2,0,0,1,Not Selected,0,Room_Type 1,2017,8,6,Online,0,0,0,2,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 4,2018,6,8,Online,0,0,0,1,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,2018,2,19,Corporate,0,0,0,0,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,2018,2,19,Corporate,0,0,0,0,Not_Canceled
2,0,1,1,Not Selected,0,Room_Type 1,2018,7,18,Online,0,0,0,0,Not_Canceled
2,1,1,1,Meal Plan 1,0,Room_Type 1,2018,7,25,Offline,0,0,0,1,Not_Canceled
2,0,1,1,Not Selected,0,Room_Type 1,2018,6,27,Online,0,0,0,1,Canceled
1,0,2,4,Meal Plan 1,0,Room_Type 1,2018,6,12,Online,0,0,0,0,Canceled
2,0,1,2,Not Selected,0,Room_Type 1,2018,12,16,Online,0,0,0,0,Canceled
2,0,2,8,Not Selected,0,Room_Type 1,2018,3,30,Online,0,0,0,0,Canceled
2,0,2,2,Not Selected,0,Room_Type 1,2018,11,18,Online,0,0,0,1,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,2018,12,29,Offline,0,0,0,1,Not_Canceled
3,0,2,2,Meal Plan 1,0,Room_Type 4,2018,4,16,Online,0,0,0,1,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,2018,6,18,Online,0,0,0,0,Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,2018,10,3,Offline,0,0,0,0,Not_Canceled
2,0,2,4,Meal Plan 1,0,Room_Type 1,2018,2,27,Online,0,0,0,1,Not_Canceled
2,0,0,1,Not Selected,0,Room_Type 1,2018,10,28,Online,0,0,0,2,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,2018,9,16,Offline,0,0,0,0,Not_Canceled
2,0,2,2,Not Selected,0,Room_Type 1,2018,3,12,Online,0,0,0,0,Not_Canceled
2,0,2,3,Meal Plan 2,0,Room_Type 1,2018,5,21,Offline,0,0,0,0,Not_Canceled
2,0,1,4,Meal Plan 1,0,Room_Type 2,2018,4,18,Online,0,0,0,0,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,2017,7,11,Online,0,0,0,1,Canceled
1,0,0,3,Meal Plan 1,0,Room_Type 1,2018,2,9,Corporate,1,0,4,0,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 4,2018,6,8,Online,0,0,0,0,Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,2017,8,14,Offline,0,0,0,0,Not_Canceled
2,0,0,1,Meal Plan 2,0,Room_Type 1,2018,8,3,Online,0,0,0,0,Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,2018,8,20,Online,0,0,0,1,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,2017,9,17,Online,0,0,0,1,Not_Canceled
2,0,2,0,Meal Plan 1,0,Room_Type 1,2018,5,1,Online,0,0,0,1,Canceled
2,0,1,0,Meal Plan 1,0,Room_Type 1,2018,6,20,Online,0,0,0,0,Not_Canceled
1,0,2,6,Meal Plan 1,0,Room_Type 1,2018,11,2,Corporate,1,5,50,0,Not_Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,2018,6,15,Online,0,0,0,1,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,2018,10,13,Offline,0,0,0,0,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,2018,10,21,Online,0,0,0,0,Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,2018,6,17,Offline,0,0,0,1,Not_Canceled
1,0,0,2,Not Selected,0,Room_Type 1,2018,11,4,Online,0,0,0,2,Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 4,2018,5,6,Online,0,0,0,0,Not_Canceled
2,0,0,2,Not Selected,0,Room_Type 1,2018,9,16,Online,0,0,0,1,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,2018,7,11,Online,0,0,0,0,Not_Canceled
2,0,1,2,Not Selected,0,Room_Type 1,2018,2,12,Online,0,0,0,1,Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 1,2018,11,11,Online,0,0,0,2,Not_Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,2018,8,18,Online,0,0,0,1,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 4,2018,12,14,Online,0,0,0,2,Not_Canceled
2,0,2,0,Meal Plan 1,1,Room_Type 1,2018,12,18,Online,0,0,0,1,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,2017,9,16,Corporate,0,0,0,0,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,2018,6,9,Online,0,0,0,1,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,2018,6,21,Online,0,0,0,1,Not_Canceled
2,0,2,1,Meal Plan 2,0,Room_Type 1,2017,12,27,Offline,0,0,0,1,Not_Canceled
2,0,1,0,Not Selected,0,Room_Type 1,2018,8,8,Offline,0,0,0,0,Not_Canceled
1,0,1,1,Meal Plan 1,0,Room_Type 1,2017,8,17,Online,0,0,0,3,Not_Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,2017,7,17,Online,0,0,0,0,Canceled
2,0,0,4,Not Selected,0,Room_Type 1,2018,11,16,Online,0,0,0,0,Canceled
1,0,0,3,Meal Plan 1,0,Room_Type 1,2018,11,16,Offline,0,0,0,0,Not_Canceled
3,0,1,1,Meal Plan 1,0,Room_Type 4,2018,4,30,Online,0,0,0,0,Canceled
2,0,0,1,Not Selected,0,Room_Type 1,2018,2,27,Online,0,0,0,1,Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 4,2018,8,21,Online,0,0,0,1,Not_Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,2018,10,14,Online,0,0,0,1,Canceled
2,0,1,4,Meal Plan 1,0,Room_Type 1,2018,8,22,Online,0,0,0,0,Canceled
2,0,2,5,Meal Plan 2,0,Room_Type 1,2018,9,7,Offline,0,0,0,1,Not_Canceled
2,0,1,2,Meal Plan 2,0,Room_Type 1,2018,6,20,Online,0,0,0,2,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,2018,9,22,Online,0,0,0,0,Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,2018,8,15,Offline,0,0,0,0,Not_Canceled
1,0,1,0,Meal Plan 1,0,Room_Type 1,2018,5,1,Online,0,0,0,1,Not_Canceled
3,0,0,1,Meal Plan 1,0,Room_Type 4,2018,7,9,Online,0,0,0,0,Canceled
0,2,0,1,Meal Plan 1,0,Room_Type 1,2018,3,25,Complementary,0,0,0,2,Not_Canceled
2,0,1,4,Meal Plan 1,0,Room_Type 4,2018,4,18,Online,0,0,0,1,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,2017,10,9,Online,0,0,0,1,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 4,2018,11,11,Online,0,0,0,2,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,2017,11,3,Offline,0,0,0,0,Not_Canceled
1,0,0,5,Meal Plan 1,0,Room_Type 1,2018,9,6,Online,0,0,0,0,Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,2018,1,15,Online,0,0,0,1,Not_Canceled
3,0,1,5,Meal Plan 1,0,Room_Type 1,2018,9,20,Online,0,0,0,0,Canceled
2,0,2,1,Not Selected,0,Room_Type 1,2018,10,30,Online,0,0,0,2,Canceled
2,1,2,1,Meal Plan 1,0,Room_Type 1,2018,7,24,Online,0,0,0,0,Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 1,2017,12,22,Offline,0,0,0,1,Not_Canceled
3,0,2,1,Meal Plan 1,0,Room_Type 4,2018,8,27,Online,0,0,0,1,Canceled
3,0,2,2,Meal Plan 1,0,Room_Type 4,2018,8,14,Online,0,0,0,2,Not_Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 1,2018,11,20,Online,0,0,0,0,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 4,2018,6,14,Corporate,0,0,0,0,Canceled
2,1,2,0,Meal Plan 1,0,Room_Type 2,2018,9,4,Online,0,0,0,1,Not_Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 5,2018,4,21,Online,0,0,0,0,Not_Canceled
3,0,2,0,Meal Plan 1,0,Room_Type 4,2018,5,1,Online,0,0,0,2,Not_Canceled
1,0,1,0,Meal Plan 1,0,Room_Type 1,2018,4,18,Corporate,0,0,0,0,Canceled
2,1,1,3,Meal Plan 1,0,Room_Type 1,2018,6,27,Online,0,0,0,1,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,2018,11,4,Offline,0,0,0,0,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,2018,8,15,Online,0,0,0,2,Not_Canceled
1,0,1,0,Meal Plan 1,0,Room_Type 1,2018,10,10,Online,0,0,0,0,Canceled
2,0,1,0,Not Selected,0,Room_Type 1,2018,9,5,Online,0,0,0,3,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,2018,10,30,Offline,0,0,0,0,Not_Canceled
3,0,0,1,Meal Plan 1,0,Room_Type 4,2018,6,21,Online,0,0,0,0,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,2018,6,7,Online,0,0,0,0,Canceled
1,1,1,1,Meal Plan 1,0,Room_Type 1,2018,7,4,Online,0,0,0,0,Not_Canceled
1,0,0,2,Not Selected,0,Room_Type 1,2018,7,15,Online,0,0,0,1,Not_Canceled
3,0,0,3,Meal Plan 1,0,Room_Type 6,2018,5,11,Online,0,0,0,1,Not_Canceled
2,0,0,2,Not Selected,0,Room_Type 1,2018,5,12,Online,0,0,0,0,Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,2017,10,16,Online,0,0,0,0,Canceled
2,1,1,1,Meal Plan 1,0,Room_Type 1,2018,7,25,Online,0,0,0,0,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 4,2018,4,7,Online,0,0,0,0,Canceled
1,0,0,1,Not Selected,0,Room_Type 3,2017,12,31,Complementary,0,0,0,0,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,2018,2,12,Online,0,0,0,2,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,2017,10,15,Offline,0,0,0,1,Not_Canceled
3,0,1,0,Meal Plan 1,0,Room_Type 5,2018,8,8,Corporate,0,0,0,0,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 4,2018,10,28,Online,0,0,0,0,Canceled
1,0,1,2,Meal Plan 1,0,Room_Type 1,2017,9,4,Offline,0,0,0,0,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,2018,6,17,Online,0,0,0,0,Canceled
2,0,1,1,Meal Plan 1,0,Room_Type 1,2018,2,13,Online,0,0,0,1,Not_Canceled
2,0,0,1,Not Selected,0,Room_Type 1,2018,11,12,Online,0,0,0,2,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,2017,10,19,Corporate,0,0,0,0,Canceled
1,0,2,1,Meal Plan 1,0,Room_Type 1,2018,2,28,Online,0,0,0,0,Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 4,2017,12,30,Online,0,0,0,1,Not_Canceled
2,0,2,5,Meal Plan 1,0,Room_Type 1,2018,1,8,Online,0,0,0,1,Not_Canceled
2,0,1,5,Meal Plan 1,0,Room_Type 1,2018,12,27,Offline,0,0,0,0,Not_Canceled
2,0,1,0,Meal Plan 1,0,Room_Type 4,2017,11,30,Complementary,0,0,0,2,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,2018,2,19,Corporate,0,0,0,0,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,2018,3,3,Offline,0,0,0,2,Not_Canceled
1,0,1,2,Meal Plan 1,0,Room_Type 1,2018,6,10,Offline,0,0,0,1,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,2017,10,2,Offline,0,0,0,1,Not_Canceled
2,2,0,3,Meal Plan 1,0,Room_Type 7,2018,4,13,Online,0,0,0,0,Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,2018,6,14,Online,0,0,0,1,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,2018,7,1,Offline,0,0,0,0,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,2018,3,22,Online,0,0,0,0,Not_Canceled
2,0,2,3,Not Selected,0,Room_Type 1,2018,3,6,Online,0,0,0,0,Not_Canceled
