no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,arrival_month,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,no_of_special_requests,booking_status
1,0,0,0,Meal Plan 1,0,Room_Type 1,10,Online,0,0,0,0,Not_Canceled
1,0,0,3,Meal Plan 1,0,Room_Type 1,11,Offline,0,0,0,0,Canceled
2,1,0,1,Meal Plan 1,0,Room_Type 1,8,Online,0,0,0,2,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 4,4,Online,0,0,0,0,Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,4,Online,0,0,0,0,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,9,Offline,0,0,0,0,Not_Canceled
2,0,0,1,Not Selected,0,Room_Type 1,9,Online,0,0,0,0,Canceled
2,1,0,3,Meal Plan 1,0,Room_Type 1,3,Online,0,0,0,1,Not_Canceled
2,0,2,0,Meal Plan 1,0,Room_Type 1,4,Online,0,0,0,2,Not_Canceled
3,0,1,1,Meal Plan 1,0,Room_Type 4,2,Online,0,0,0,1,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,5,Online,0,0,0,1,Not_Canceled
2,0,2,5,Meal Plan 2,0,Room_Type 4,7,Online,0,0,0,2,Not_Canceled
2,0,1,0,Not Selected,1,Room_Type 1,9,Online,0,0,0,3,Not_Canceled
2,0,2,0,Not Selected,0,Room_Type 1,4,Online,0,0,0,0,Canceled
2,0,1,3,Not Selected,0,Room_Type 1,4,Online,0,0,0,0,Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,4,Online,0,0,0,0,Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,7,Online,0,0,0,1,Not_Canceled
2,0,2,5,Meal Plan 1,0,Room_Type 4,8,Online,0,0,0,0,Canceled
2,0,0,3,Not Selected,0,Room_Type 1,8,Online,0,0,0,2,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,7,Online,0,0,0,1,Not_Canceled
2,0,1,5,Meal Plan 1,0,Room_Type 1,12,Offline,0,0,0,1,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 4,2,Online,0,0,0,0,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,7,Offline,0,0,0,0,Not_Canceled
3,0,2,2,Meal Plan 1,0,Room_Type 4,5,Online,0,0,0,0,Not_Canceled
2,0,2,5,Meal Plan 1,0,Room_Type 1,11,Offline,0,0,0,1,Not_Canceled
1,0,1,1,Not Selected,0,Room_Type 1,2,Online,0,0,0,0,Not_Canceled
2,0,0,1,Not Selected,1,Room_Type 1,1,Online,0,0,0,2,Not_Canceled
2,0,0,2,Not Selected,1,Room_Type 1,5,Online,0,0,0,1,Not_Canceled
2,0,1,1,Meal Plan 2,0,Room_Type 1,6,Offline,0,0,0,1,Canceled
2,0,2,1,Not Selected,0,Room_Type 1,3,Online,0,0,0,1,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,4,Online,0,0,0,0,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,3,Online,0,0,0,0,Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 1,10,Online,0,0,0,1,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,4,Online,0,0,0,0,Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,11,Online,0,0,0,1,Not_Canceled
2,2,2,5,Meal Plan 1,0,Room_Type 6,10,Online,0,0,0,3,Not_Canceled
2,0,2,5,Meal Plan 1,0,Room_Type 1,5,Online,0,0,0,0,Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,4,Corporate,1,0,4,1,Not_Canceled
1,0,2,1,Meal Plan 1,0,Room_Type 1,4,Corporate,1,0,8,1,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,3,Online,0,0,0,1,Not_Canceled
2,0,1,2,Meal Plan 2,0,Room_Type 1,9,Offline,0,0,0,0,Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,10,Online,0,0,0,1,Not_Canceled
2,0,0,3,Meal Plan 2,0,Room_Type 1,9,Offline,0,0,0,0,Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,9,Offline,0,0,0,1,Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,2,Online,0,0,0,0,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,10,Offline,0,0,0,0,Not_Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 1,4,Offline,0,0,0,0,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,12,Online,0,0,0,2,Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,11,Online,0,0,0,1,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 4,3,Online,0,0,0,0,Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,10,Online,0,0,0,2,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,10,Offline,0,0,0,0,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,6,Online,0,0,0,0,Canceled
2,2,0,1,Meal Plan 1,0,Room_Type 6,9,Online,0,0,0,1,Not_Canceled
1,0,1,2,Meal Plan 1,0,Room_Type 4,10,Online,0,0,0,1,Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,6,Offline,0,0,0,0,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,11,Offline,0,0,0,0,Canceled
2,0,0,2,Not Selected,0,Room_Type 1,6,Online,0,0,0,0,Canceled
1,0,0,3,Meal Plan 1,0,Room_Type 1,10,Offline,0,0,0,0,Not_Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 1,5,Online,0,0,0,1,Not_Canceled
2,0,2,1,Meal Plan 2,0,Room_Type 1,1,Offline,0,0,0,0,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,2,Corporate,0,0,0,1,Not_Canceled
2,0,2,5,Not Selected,0,Room_Type 1,10,Online,0,0,0,2,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,6,Corporate,0,0,0,0,Not_Canceled
2,0,0,2,Not Selected,0,Room_Type 1,3,Online,0,0,0,0,Canceled
2,0,2,0,Meal Plan 2,0,Room_Type 1,10,Offline,0,0,0,1,Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,12,Online,0,0,0,2,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,2,Offline,0,0,0,0,Not_Canceled
1,0,0,3,Meal Plan 1,0,Room_Type 1,10,Offline,0,0,0,0,Not_Canceled
2,2,1,3,Meal Plan 1,0,Room_Type 6,2,Online,0,0,0,1,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 4,4,Online,0,0,0,2,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,11,Offline,0,0,0,0,Canceled
1,0,2,1,Meal Plan 1,0,Room_Type 1,4,Online,0,0,0,0,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,6,Offline,0,0,0,0,Not_Canceled
2,0,2,2,Not Selected,0,Room_Type 1,4,Online,0,0,0,0,Not_Canceled
2,0,0,3,Meal Plan 1,1,Room_Type 4,3,Online,0,0,0,0,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,8,Corporate,0,0,0,0,Not_Canceled
1,0,1,0,Meal Plan 1,1,Room_Type 1,11,Corporate,1,0,4,0,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,6,Offline,0,0,0,0,Canceled
1,0,2,5,Meal Plan 1,0,Room_Type 1,10,Online,0,0,0,0,Not_Canceled
2,0,2,0,Meal Plan 1,0,Room_Type 1,10,Online,0,0,0,0,Canceled
1,0,1,2,Meal Plan 1,0,Room_Type 1,5,Offline,0,0,0,0,Not_Canceled
1,0,0,4,Meal Plan 1,0,Room_Type 1,5,Offline,0,0,0,0,Not_Canceled
2,0,0,1,Not Selected,0,Room_Type 1,6,Online,0,0,0,0,Not_Canceled
1,1,0,1,Meal Plan 2,0,Room_Type 1,12,Online,0,0,0,0,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,12,Online,0,0,0,0,Not_Canceled
2,0,0,1,Not Selected,0,Room_Type 1,12,Online,0,0,0,2,Not_Canceled
1,0,0,1,Not Selected,0,Room_Type 1,5,Online,0,0,0,0,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,9,Offline,0,0,0,0,Not_Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 1,4,Offline,0,0,0,0,Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,3,Corporate,0,0,0,0,Not_Canceled
2,0,1,2,Meal Plan 1,1,Room_Type 1,7,Online,0,0,0,0,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,11,Offline,0,0,0,0,Canceled
2,0,0,1,Not Selected,0,Room_Type 1,9,Online,0,0,0,2,Not_Canceled
3,0,2,1,Meal Plan 1,0,Room_Type 4,10,Online,0,0,0,1,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,12,Offline,0,0,0,0,Not_Canceled
2,0,0,4,Not Selected,0,Room_Type 1,4,Online,0,0,0,0,Canceled
3,0,0,4,Meal Plan 1,0,Room_Type 4,8,Online,0,0,0,0,Canceled
1,0,2,0,Meal Plan 1,0,Room_Type 1,7,Corporate,1,0,1,0,Not_Canceled
2,0,2,5,Meal Plan 1,0,Room_Type 4,7,Online,0,0,0,1,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,3,Online,0,0,0,0,Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,8,Offline,0,0,0,0,Not_Canceled
2,0,1,1,Meal Plan 1,0,Room_Type 1,5,Online,0,0,0,1,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,3,Online,0,0,0,1,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,1,Offline,0,0,0,0,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,7,Online,0,0,0,1,Not_Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 1,12,Online,0,0,0,3,Not_Canceled
2,0,1,2,Not Selected,0,Room_Type 1,11,Online,0,0,0,0,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 4,10,Online,0,0,0,1,Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 4,11,Offline,0,0,0,0,Not_Canceled
2,0,2,5,Not Selected,0,Room_Type 1,8,Online,0,0,0,0,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,10,Online,0,0,0,1,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 4,12,Online,0,0,0,0,Not_Canceled
3,0,0,2,Meal Plan 1,1,Room_Type 1,11,Complementary,0,0,0,3,Not_Canceled
1,0,0,4,Meal Plan 1,0,Room_Type 1,1,Offline,0,0,0,0,Not_Canceled
2,0,2,4,Meal Plan 1,0,Room_Type 1,5,Online,0,0,0,1,Not_Canceled
2,0,2,2,Not Selected,0,Room_Type 1,10,Online,0,0,0,1,Not_Canceled
2,0,0,1,Meal Plan 1,1,Room_Type 1,10,Offline,0,0,0,1,Not_Canceled
1,0,1,1,Meal Plan 2,0,Room_Type 1,7,Offline,0,0,0,0,Not_Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 1,9,Offline,0,0,0,0,Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 5,6,Online,0,0,0,0,Canceled
1,0,1,4,Meal Plan 1,0,Room_Type 1,8,Online,0,0,0,1,Not_Canceled
1,0,1,1,Meal Plan 1,0,Room_Type 1,10,Online,0,0,0,1,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,11,Online,0,0,0,1,Canceled
1,0,2,1,Meal Plan 1,0,Room_Type 1,8,Complementary,0,0,0,1,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,3,Corporate,1,0,5,0,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,6,Offline,0,0,0,0,Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,11,Offline,0,0,0,0,Not_Canceled
2,0,1,1,Meal Plan 1,0,Room_Type 1,5,Online,0,0,0,1,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,9,Offline,0,0,0,0,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 4,3,Offline,0,0,0,1,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,11,Online,0,0,0,1,Canceled
1,0,2,2,Meal Plan 1,0,Room_Type 1,2,Offline,0,0,0,0,Not_Canceled
1,0,1,1,Meal Plan 1,0,Room_Type 4,7,Online,0,0,0,1,Not_Canceled
2,0,0,5,Meal Plan 1,0,Room_Type 1,12,Offline,0,0,0,0,Not_Canceled
1,0,0,3,Meal Plan 1,0,Room_Type 1,9,Offline,0,0,0,0,Canceled
2,0,2,0,Not Selected,0,Room_Type 1,12,Online,0,0,0,1,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,6,Online,0,0,0,1,Not_Canceled
2,0,0,1,Meal Plan 2,0,Room_Type 4,3,Online,0,0,0,0,Canceled
2,1,0,1,Meal Plan 1,0,Room_Type 1,7,Online,0,0,0,1,Not_Canceled
1,0,1,2,Meal Plan 1,0,Room_Type 1,9,Offline,0,0,0,0,Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,3,Online,0,0,0,1,Canceled
1,0,0,2,Meal Plan 2,0,Room_Type 1,9,Offline,0,0,0,0,Not_Canceled
2,0,0,2,Not Selected,0,Room_Type 1,1,Online,0,0,0,2,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,8,Online,0,0,0,1,Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,10,Offline,0,0,0,1,Canceled
2,0,0,3,Not Selected,0,Room_Type 1,12,Online,0,0,0,0,Canceled
1,0,0,2,Not Selected,0,Room_Type 1,11,Online,0,0,0,0,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,7,Corporate,0,0,0,0,Not_Canceled
2,0,2,5,Meal Plan 1,0,Room_Type 1,12,Online,0,0,0,1,Not_Canceled
1,0,1,0,Meal Plan 1,0,Room_Type 1,1,Corporate,0,0,0,0,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,10,Offline,0,0,0,0,Not_Canceled
2,1,0,4,Meal Plan 1,0,Room_Type 1,12,Online,0,0,0,1,Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,10,Offline,0,0,0,0,Not_Canceled
2,0,0,3,Not Selected,0,Room_Type 1,12,Online,0,0,0,1,Not_Canceled
2,0,0,3,Not Selected,0,Room_Type 1,8,Online,0,0,0,1,Not_Canceled
2,2,2,1,Meal Plan 1,1,Room_Type 6,7,Online,0,0,0,1,Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,3,Complementary,0,0,0,1,Not_Canceled
1,0,2,1,Meal Plan 1,0,Room_Type 1,10,Online,0,0,0,2,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,3,Offline,0,0,0,0,Not_Canceled
1,0,0,3,Meal Plan 1,0,Room_Type 1,12,Online,0,0,0,0,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,10,Offline,0,0,0,0,Not_Canceled
2,0,2,1,Meal Plan 1,1,Room_Type 1,8,Online,0,0,0,0,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 4,4,Online,0,0,0,1,Not_Canceled
2,0,2,0,Meal Plan 2,0,Room_Type 1,10,Offline,0,0,0,0,Canceled
2,0,0,1,Not Selected,0,Room_Type 1,1,Online,0,0,0,0,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 4,11,Online,0,0,0,1,Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,4,Online,0,0,0,1,Not_Canceled
2,2,0,3,Meal Plan 1,0,Room_Type 6,5,Online,0,0,0,0,Canceled
3,0,1,3,Meal Plan 1,0,Room_Type 1,3,Offline,0,0,0,1,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 4,4,Complementary,1,0,22,2,Not_Canceled
1,0,1,0,Meal Plan 1,0,Room_Type 1,12,Online,0,0,0,0,Not_Canceled
2,0,1,1,Meal Plan 1,0,Room_Type 1,10,Online,0,0,0,2,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,11,Online,0,0,0,0,Canceled
2,1,2,3,Meal Plan 1,0,Room_Type 1,7,Online,0,0,0,2,Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,12,Offline,0,0,0,0,Not_Canceled
2,0,2,0,Meal Plan 1,0,Room_Type 1,4,Offline,0,0,0,0,Canceled
2,0,1,3,Not Selected,0,Room_Type 1,5,Online,0,0,0,1,Not_Canceled
3,0,2,4,Meal Plan 1,0,Room_Type 4,7,Online,0,0,0,0,Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,1,Online,0,0,0,0,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,6,Offline,0,0,0,0,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,10,Offline,0,0,0,0,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,10,Online,0,0,0,2,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,11,Online,0,0,0,2,Not_Canceled
2,0,0,1,Meal Plan 1,1,Room_Type 1,11,Online,0,0,0,1,Not_Canceled
1,0,0,3,Meal Plan 1,0,Room_Type 1,6,Offline,0,0,0,0,Not_Canceled
3,0,2,2,Meal Plan 1,0,Room_Type 4,5,Online,0,0,0,1,Not_Canceled
2,0,2,2,Not Selected,1,Room_Type 1,7,Online,0,0,0,1,Not_Canceled
1,0,0,2,Meal Plan 2,0,Room_Type 1,6,Offline,0,0,0,0,Not_Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 4,10,Online,0,0,0,2,Not_Canceled
2,0,0,1,Meal Plan 1,1,Room_Type 4,10,Online,0,0,0,0,Not_Canceled
3,0,0,2,Meal Plan 1,0,Room_Type 4,7,Online,0,0,0,2,Canceled
2,0,2,2,Not Selected,0,Room_Type 1,10,Online,0,0,0,0,Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,11,Offline,0,0,0,0,Canceled
2,0,1,4,Meal Plan 1,0,Room_Type 1,9,Offline,0,0,0,0,Canceled
1,0,0,3,Meal Plan 1,0,Room_Type 1,6,Offline,0,0,0,0,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 4,8,Online,0,0,0,1,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 2,7,Online,0,0,0,0,Canceled
1,0,1,1,Meal Plan 2,0,Room_Type 5,9,Offline,0,0,0,0,Canceled
2,0,1,0,Meal Plan 1,0,Room_Type 1,7,Online,0,0,0,1,Not_Canceled
2,0,0,2,Not Selected,0,Room_Type 1,3,Online,0,0,0,1,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,10,Offline,0,0,0,1,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 4,9,Online,0,0,0,1,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 4,9,Offline,0,0,0,0,Not_Canceled
3,0,1,2,Meal Plan 1,0,Room_Type 4,11,Online,0,0,0,1,Not_Canceled
2,0,2,0,Meal Plan 1,0,Room_Type 4,12,Offline,0,0,0,0,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,6,Online,0,0,0,0,Not_Canceled
2,0,0,4,Meal Plan 2,0,Room_Type 1,3,Offline,0,0,0,0,Not_Canceled
1,0,0,4,Meal Plan 1,0,Room_Type 5,2,Corporate,0,0,0,0,Not_Canceled
2,0,0,2,Not Selected,0,Room_Type 1,4,Online,0,0,0,0,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,4,Online,0,0,0,1,Not_Canceled
2,2,2,2,Meal Plan 1,0,Room_Type 6,3,Online,0,0,0,0,Canceled
2,0,2,0,Meal Plan 1,0,Room_Type 1,10,Offline,0,0,0,0,Not_Canceled
2,0,1,0,Not Selected,0,Room_Type 1,10,Online,0,0,0,1,Not_Canceled
1,0,0,2,Meal Plan 2,0,Room_Type 1,9,Offline,0,0,0,0,Not_Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 1,6,Online,0,0,0,0,Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,2,Offline,0,0,0,0,Not_Canceled
2,2,2,1,Meal Plan 1,0,Room_Type 6,12,Online,0,0,0,2,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,3,Offline,0,0,0,0,Not_Canceled
2,1,2,5,Meal Plan 1,0,Room_Type 1,10,Online,0,0,0,0,Canceled
1,0,0,1,Not Selected,0,Room_Type 1,7,Online,0,0,0,2,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 2,6,Online,0,0,0,2,Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 1,6,Online,0,0,0,2,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,4,Online,0,0,0,2,Not_Canceled
2,0,0,2,Not Selected,0,Room_Type 1,7,Online,0,0,0,1,Not_Canceled
1,0,1,5,Meal Plan 1,0,Room_Type 1,10,Offline,0,0,0,0,Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 1,9,Online,0,0,0,0,Canceled
2,0,0,5,Meal Plan 1,0,Room_Type 4,6,Offline,0,0,0,0,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 4,3,Online,0,0,0,0,Not_Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 4,4,Online,0,0,0,2,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,3,Online,0,0,0,2,Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,9,Online,0,0,0,2,Canceled
2,0,1,3,Not Selected,0,Room_Type 1,12,Online,0,0,0,1,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,7,Online,0,0,0,1,Not_Canceled
1,0,0,1,Meal Plan 2,0,Room_Type 6,3,Complementary,1,0,1,1,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 4,10,Online,0,0,0,0,Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,5,Online,0,0,0,1,Canceled
2,0,0,1,Not Selected,0,Room_Type 1,8,Online,0,0,0,0,Not_Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 1,10,Online,0,0,0,1,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,10,Corporate,0,0,0,0,Not_Canceled
2,0,2,0,Meal Plan 1,0,Room_Type 1,4,Online,0,0,0,0,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,4,Offline,0,0,0,0,Canceled
2,0,0,3,Meal Plan 2,0,Room_Type 1,8,Online,0,0,0,2,Not_Canceled
2,0,2,5,Not Selected,0,Room_Type 1,3,Online,0,0,0,1,Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 4,4,Online,0,0,0,0,Canceled
1,0,1,0,Meal Plan 1,0,Room_Type 1,6,Corporate,1,1,7,0,Not_Canceled
2,0,0,1,Meal Plan 2,0,Room_Type 1,10,Offline,0,0,0,0,Canceled
2,0,0,1,Not Selected,0,Room_Type 1,12,Online,0,0,0,1,Canceled
3,0,0,3,Meal Plan 1,0,Room_Type 1,8,Online,0,0,0,1,Canceled
1,0,1,0,Meal Plan 1,0,Room_Type 1,10,Corporate,0,0,0,0,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,10,Online,0,0,0,1,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,6,Offline,0,0,0,0,Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,10,Corporate,0,0,0,1,Not_Canceled
1,0,1,1,Meal Plan 2,0,Room_Type 1,7,Offline,0,0,0,0,Not_Canceled
3,0,1,1,Meal Plan 1,0,Room_Type 1,4,Online,0,0,0,2,Not_Canceled
2,0,1,1,Meal Plan 1,0,Room_Type 1,5,Online,0,0,0,1,Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,6,Offline,0,0,0,0,Not_Canceled
2,0,1,0,Meal Plan 1,0,Room_Type 1,10,Online,0,0,0,2,Not_Canceled
2,0,2,0,Meal Plan 2,0,Room_Type 1,10,Offline,0,0,0,0,Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,2,Online,0,0,0,2,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,2,Offline,0,0,0,1,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,12,Online,0,0,0,1,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,1,Online,0,0,0,1,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,9,Online,0,0,0,1,Not_Canceled
3,0,0,2,Meal Plan 1,0,Room_Type 1,2,Online,0,0,0,0,Canceled
2,0,0,1,Not Selected,1,Room_Type 1,10,Online,0,0,0,1,Not_Canceled
2,0,2,0,Meal Plan 1,0,Room_Type 1,9,Online,0,0,0,2,Not_Canceled
2,1,1,4,Meal Plan 2,0,Room_Type 1,7,Online,0,0,0,2,Canceled
1,0,0,3,Meal Plan 1,0,Room_Type 1,1,Offline,0,0,0,0,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,12,Offline,0,0,0,1,Not_Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 1,4,Online,0,0,0,1,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,5,Offline,0,0,0,0,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,5,Online,0,0,0,1,Not_Canceled
2,0,2,8,Meal Plan 2,0,Room_Type 1,8,Online,0,0,0,0,Canceled
2,0,2,5,Meal Plan 1,0,Room_Type 4,7,Offline,0,0,0,0,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,6,Offline,0,0,0,0,Not_Canceled
2,1,0,1,Meal Plan 1,0,Room_Type 1,6,Online,0,0,0,2,Not_Canceled
2,0,1,4,Meal Plan 1,0,Room_Type 1,3,Online,0,0,0,1,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,5,Corporate,0,0,0,0,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,8,Online,0,0,0,0,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,11,Corporate,1,2,10,0,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,12,Corporate,1,0,11,1,Not_Canceled
1,0,0,3,Meal Plan 1,0,Room_Type 2,3,Offline,0,0,0,0,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,9,Online,0,0,0,1,Canceled
3,0,0,3,Meal Plan 1,0,Room_Type 5,12,Offline,0,0,0,1,Not_Canceled
1,0,2,4,Meal Plan 1,0,Room_Type 1,6,Offline,0,0,0,0,Canceled
1,0,0,2,Meal Plan 2,0,Room_Type 1,12,Online,0,0,0,0,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,4,Online,0,0,0,1,Not_Canceled
1,0,1,0,Meal Plan 1,0,Room_Type 1,12,Corporate,0,0,0,0,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,10,Online,0,0,0,1,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,10,Offline,0,0,0,1,Not_Canceled
3,0,1,4,Meal Plan 1,0,Room_Type 6,8,Online,0,0,0,2,Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,2,Online,0,0,0,0,Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,6,Online,0,0,0,2,Not_Canceled
